id,lot_number,phase_id,number,sales_status,construction_status,category,use,plan_id,actual_closing_date,actual_sale_date,actual_start_date,projected_closing_date,projected_sale_date,projected_start_date,product_type,attached_count,elevation,garage_orientation,garage_add,actual_completion_date,projected_completion_date,sales_price,lot_premium,list_date,address,contingency,sales_commission,base_contract_price,list_price,original_base_list_price,scheduled_closing_date,concessions,credits,upgrades_price,fmv,base_list_price
9071,151,4,108-03-151,Closed,Complete,Vertical,Construction,32,2021-01-15,2020-11-25,2020-07-29,2021-01-15,2020-11-25,2020-07-29,DFL,0,A,GR,NULL,2021-01-05,2021-01-05,375850.00,0,NULL,"1005 NE Henry Dr","HTC 2020-12-09",0.00,372400.00,372400.00,372400.00,2021-01-15,0.00,0.00,3450.00,0.00,372400.00
